item_id,lost_or_found,item_name,description,color,brand,location,user,timestamp
19450,found,Pen,bro Pen (purple) discovered near walkway.,purple,Boat,Sports Complex,Rahul,2025-11-07 17:34:15
19451,lost,Water Bottle,"I lost my black water bottle, has scratches near the edge.",black,Cello,Admin Block,Shiva,2025-08-23 17:34:15
19452,found,Water Bottle,"black wzater bottle found, looks used but fine.",black,Cello,Admin Block,Suma,2025-10-18 17:34:15
19453,lost,ID Card,"I lost my red id card, has scratches near the edge.",red,Samsung,Sports Ground,Suma,2025-10-11 17:34:15
19454,found,ID Card,ID Card (red) discovered near walkway.,red,Samsung,Sports Ground,Harsha,2025-08-29 17:34:15
19455,lost,Textbook,"Can't find my textbook (brown), has a sticker.",brown,Dell,Seminar Hall,Arjun,2025-08-24 17:34:15
19456,found,Textbook,Textbook (brown) discovered near walkway.,brown,Dell,Seminar Hall,Kavya,2025-09-17 17:34:15
19457,lost,Umbrella,"I lost my grey umbrella, has scratches near the edge.",grey,Nike,Seminar Hall,Kavya,2025-08-06 17:34:15
19458,found,Umbrella,"grey umbrella found, looks used but fine.",grey,Nike,Seminar Hall,Manoj,2025-10-02 17:34:15
19459,lost,Power Bank,"My pink power bank is gone, slightly damaged.",pink,Nike,Library,Rohit,2025-10-06 17:34:15
19460,found,Power Bank,"ngl pink power bank found, looks used but fine.",pink,Nike,Library,Shiva,2025-11-11 17:34:15
19461,lost,Flask,"Can't find my zflask (brown), has a sticker.",brown,HP,Admin Block,Pooja,2025-08-06 17:34:15
19462,found,Flask,"Picked up brown flask, belongs to someone.",brown,HP,Admin Block,Pooja,2025-10-24 17:34:15
19463,lost,Charger,"Dropped my brown charger somewhere, idk where.",brown,Lenskart,Main Gate,Kiran,2025-09-11 17:34:15
19464,found,Charger,Charger (brown) discovered near walkway.,brown,Lenskart,Main Gate,Suma,2025-12-01 17:34:15
19465,lost,Mobile Case,"fr Missing mobile case (grey), last seen near campus.",grey,Puma,Seminar Hall,Kiran,2025-09-26 17:34:15
19466,found,Mobile Case,Found sum mobile case (grey) lol not sure whose.,grey,Puma,Seminar Hall,Sneha,2025-09-07 17:34:15
19467,lost,Watch,"Missing watch (yellow), last seen near campus.",yellow,Samsung,Hostel Block A,Ananya,2025-08-25 17:34:15
19468,found,Wallet,Description mismatch idk what this is.,yellow,MI,Cricket Ground,Ananya,2025-11-18 17:34:15
19469,lost,Flask,"Missing flask (green), last seen near campus.",green,Adidas,Classroom A102,Suma,2025-11-11 17:34:15
19470,found,Flask,Found sum flask (green) lol not sure whose.,green,Adidas,Classroom A102,Ravi,2025-09-01 17:34:15
19471,lost,USB Cable,"Missing usb cable (grey), last seen near campus.",grey,Fastrack,Canteen,Harsha,2025-09-01 17:34:15
19472,found,Power Bank,Object does not match any typical campus items.,purple,Fastrack,Main Gate,Harsha,2025-10-25 17:34:15
19473,lost,Calculator,"Can't find my calculator (red), has a sticker.",red,Pearson,Gym,Kavya,2025-11-21 17:34:15
19474,found,Calculator,"red calculator found, looks used but fine.",red,Pearson,Gym,Ananya,2025-10-09 17:34:15
19475,lost,Marker,"Can't find my marker (silver), has a sticker.",silver,WildHorn,Study Hall,Rahul,2025-11-28 17:34:15
19476,found,Earphones,Object does not match any typical campus items.,purple,Samsung,Academic Block,Kavya,2025-08-30 17:34:15
19477,lost,Notepad,"I lost my pink notepad, has scratches near the edge.",pink,HP,Corridor,Arjun,2025-09-05 17:34:15
19478,found,Notepad,Found sum notepad (pink) lol not sure whose.,pink,HP,Corridor,Sneha,2025-09-03 17:34:15
19479,lost,Shoe,"My black shoe is gone, slightly damaged.",black,Lenskart,Seminar Hall,Kiran,2025-08-21 17:34:15
19480,found,Shoe,"Picked up black shoe, belongs to someone.",black,Lenskart,Seminar Hall,Yash,2025-08-03 17:34:15
19481,lost,Calculator,"Can't find my calculator (black), has a sticker.",black,Casio,Gym,Siri,2025-08-03 17:34:15
19482,found,Calculator,Found a black calculator with minor marks.,black,Casio,Gym,Rahul,2025-11-13 17:34:15
19483,lost,Charger,"Myz white charger is gone, slightly damaged.",white,Puma,Study Hall,Yash,2025-11-23 17:34:15
19484,found,Charger,Charger (white) discovered near walkway.,white,Puma,Study Hall,Pooja,2025-08-05 17:34:15
19485,lost,Keychain,L0st keyc!!hain (silver) bro pls help find.,silver,Adidas,Corridor,Arjun,2025-11-28 17:34:15
19486,found,Keychain,"Picked up silver keychain, belongs to someone.",silver,Adidas,Corridor,Sneha,2025-08-06 17:34:15
19487,lost,Power Bank,"Dropped my yellow power bank somewhere, idk where.",yellow,Milton,Cricket Ground,Amit,2025-11-08 17:34:15
19488,found,Pencil Box,Description mismatch idk what this is.,blue,None,Garden,Shiva,2025-08-28 17:34:15
19489,lost,Tumbler,"Dropped my brown tumbler somewhere, idk where.",brown,Puma,Bus Stop,Manoj,2025-11-23 17:34:15
19490,found,Tumbler,Found sum tumbler (brown) lol not sure whose.,brown,Puma,Bus Stop,Arjun,2025-08-07 17:34:15
19491,lost,Laptop Bag,"My black laptop bag is gone, slightly damaged.",black,Boat,Cricket Ground,Yash,2025-09-27 17:34:15
19492,found,Laptop Bag,"black laptop bag found, looks used but fine.",black,Boat,Cricket Ground,Kiran,2025-09-12 17:34:15
19493,lost,Mobile Case,"ngl Dropped my pink mobile case somewhere, idk where.",pink,None,Corridor,Rahul,2025-09-28 17:34:15
19494,found,Mobile Case,"pink mobile case found, looks used but fine.",pink,None,Corridor,Ananya,2025-08-23 17:34:15
19495,lost,Ruler,"Can't find my ruler (green), has a sticker.",green,Pearson,Parking Area,Manoj,2025-09-01 17:34:15
19496,found,Ruler,Found sum ruler (green) lol not sure whose.,green,Pearson,Parking Area,Deepak,2025-09-15 17:34:15
19497,lost,Umbrella,"Can't find my umbrella (yellow), has a sticker.",yellow,Samsung,Study Hall,Kavya,2025-09-01 17:34:15
19498,found,Umbrella,Found sum umbrella (yellow) lol not sure whose.,yellow,Samsung,Study Hall,Megha,2025-09-08 17:34:15
19499,lost,Notepad,"Missing notepad (red), last seen near campus.",red,None,Sports Ground,Kavya,2025-09-13 17:34:15
19500,found,Notepad,Found a red notepad with minor marks.,red,None,Sports Ground,Amit,2025-09-03 17:34:15
19501,lost,Flask,"Can't find my flask (silver), has a sticker.",silver,Milton,Corridor,Vikas,2025-11-08 17:34:15
19502,found,Flask,"silver flask found, looks used but fine.",silver,Milton,Corridor,Deepak,2025-08-25 17:34:15
19503,lost,Cap,"My yellow cap is gone, slightly damaged.",yellow,Milton,Garden,Vikas,2025-11-02 17:34:15
19504,found,Cap,"yellow cap found, looks used but fine.",yellow,Milton,Garden,Nikhil,2025-10-29 17:34:15
19505,lost,Power Bank,"Dropped my purple power bank somewhere, idk where.",purple,WildHorn,Sports Ground,Arjun,2025-10-03 17:34:15
19506,found,Power Bank,yaar Found sum power bank (purple) lol not sure whose.,purple,WildHorn,Sports Ground,Manoj,2025-08-31 17:34:15
19507,lost,Flask,"I lost my pink flask, has scratches near the edge.",pink,Nike,Seminar Hall,Ravi,2025-11-06 17:34:15
19508,found,Flask,"Picked up pink flask, belongs to someone.",pink,Nike,Seminar Hall,Harsha,2025-11-25 17:34:15
19509,lost,Tumbler,L0st tumbler (grey) bro pls help find.,grey,Fastrack,Hostel Block A,Rahul,2025-08-04 17:34:15
19510,found,Tumbler,"grey tumbler found, looks used but fine.",grey,Fastrack,Hostel Block A,Kiran,2025-08-24 17:34:15
19511,lost,Notebook,"My red notebook is gone, slightly damaged.",red,Fastrack,Bus Stop,Kavya,2025-09-11 17:34:15
19512,found,Notebook,bhai Found a red notebook with minor marks.,red,Fastrack,Bus Stop,Amit,2025-08-20 17:34:15
19513,lost,Tumbler,L0st tumbler (brown) bro pls help find.,brown,Dell,Seminar Hall,Suma,2025-09-20 17:34:15
19514,found,Power Bank,Object does not match any typical campus items.,green,Cello,Main Gate,Rahul,2025-11-03 17:34:15
19515,lost,Wallet,"Missing wallet (black), last seen near campus.",black,Adidas,Sports Complex,Nikhil,2025-09-29 17:34:15
19516,found,Wallet,"black wallet found, looks used but fine.",black,Adidas,Sports Complex,Shiva,2025-12-01 17:34:15
19517,lost,Marker,"Missing marker (blue), last seen near campus.",blue,Cello,Study Hall,Ravi,2025-09-01 17:34:15
19518,found,Marker,fr Marker (blue) discovered near walkway.,blue,Cello,Study Hall,Shiva,2025-11-01 17:34:15
19519,lost,Glasses,"Dropped my grey glasses somewhere, idk where.",grey,Adidas,Garden,Vikas,2025-11-05 17:34:15
19520,found,Calculator,Item looks damaged and unrecognizable.,pink,Boat,Canteen,Siri,2025-10-27 17:34:15
19521,lost,Charger,"Can't find ...my charger (grey), has a sticker.",grey,Casio,Cricket Ground,Siri,2025-10-30 17:34:15
19522,found,Charger,Found a grey charg...er with minor marks.,grey,Casio,Cricket Ground,Arjun,2025-11-16 17:34:15
19523,lost,Marker,"I lost my black marker, has scratches near the edge.",black,Fastrack,Hostel Block A,Vikas,2025-11-26 17:34:15
19524,found,Marker,Found sum marker (black) lol not sure whose.,black,Fastrack,Hostel Block A,Vikas,2025-11-14 17:34:15
19525,lost,Calculator,"Can't find my calculator (grey), has a sticker.",grey,Lenskart,Gym,Yash,2025-08-23 17:34:15
19526,found,Calculator,"Picked up grey calculator, belongs to someone.",grey,Lenskart,Gym,Siri,2025-09-07 17:34:15
19527,lost,Wallet,"I lost my yellow wallet, has scratches near the edge.",yellow,Lenovo,Seminar Hall,Ananya,2025-08-07 17:34:15
19528,found,Wallet,Wallet (yellow) discovered near walkway.,yellow,Lenovo,Seminar Hall,Pooja,2025-09-04 17:34:15
19529,lost,Pen,"btw Dropped my black pen somewhere, idk where.",black,Casio,Sports Ground,Shiva,2025-09-09 17:34:15
19530,found,Pen,Found sum pen (black) lol not sure whose.,black,Casio,Sports Ground,Suma,2025-11-19 17:34:15
19531,lost,Water Bottle,"Dropped my white water bottle somewhere, idk where.",white,None,Academic Block,Shiva,2025-09-28 17:34:15
19532,found,Wallet,Item looks damaged and unrecognizable.,silver,Lenovo,Canteen,Nikhil,2025-09-08 17:34:15
19533,lost,Textbook,"My brown textbook is gone, slightly damaged.",brown,Boat,Classroom A102,Shiva,2025-08-29 17:34:15
19534,found,Tumbler,Item looksx damaged and unrecognizable.,black,Casio,Bus Stop,Kiran,2025-09-08 17:34:15
19535,lost,Lunch Box,"Missing lunch box (yellow), last seen near campus.",yellow,Samsung,Study Hall,Harsha,2025-09-14 17:34:15
19536,found,Lunch Box,Lunch Box (yellow) discovered near walkway.,yellow,Samsung,Study Hall,Rohit,2025-09-26 17:34:15
19537,lost,Sketchbook,"Can't find my sketchbook (pink), has a sticker.",pink,Puma,Cricket Ground,Amit,2025-11-10 17:34:15
19538,found,Sketchbook,"Picked up pink sketchbook, belongs to someone.",pink,Puma,Cricket Ground,Suma,2025-11-21 17:34:15
19539,lost,Flask,L0st flask (red) bro pls help find.,red,Fastrack,Sports Complex,Vikas,2025-11-13 17:34:15
19540,found,Flask,"red flask found, looks used but fine.",red,Fastrack,Sports Complex,Vikas,2025-10-28 17:34:15
19541,lost,Water Bottle,L0st water bottle (yellow) bro pls help find.,yellow,Pearson,Hostel Block B,Vikas,2025-09-26 17:34:15
19542,found,Cap,Found something totally unrelated.,silver,Casio,Hostel Block A,Sneha,2025-09-08 17:34:15
19543,lost,Glasses,"Can't find my glasses (pink), has a sticker.",pink,MI,Hostel Block A,Arjun,2025-11-06 17:34:15
19544,found,Glasses,"Picked up pink glasses, belongs to someone.",pink,MI,Hostel Block A,Rahul,2025-09-20 17:34:15
19545,lost,Ruler,"My white ruler is gone, slightly damaged.",white,None,Garden,Harsha,2025-10-30 17:34:15
19546,found,Ruler,"Picked up white ruler, belongsz to someone.",white,None,Garden,Shiva,2025-09-07 17:34:15
19547,lost,Umbrella,"Can't find my umbrella (purple), has a sticker.",purple,Lenskart,Bus Stop,Vikas,2025-08-12 17:34:15
19548,found,Umbrella,"purple umbrella found, looks used but fine.",purple,Lenskart,Bus Stop,Deepak,2025-09-02 17:34:15
19549,lost,Wallet,"lol Dropped my grey wallet somewhere, idk where.",grey,Nike,Classroom A102,Ananya,2025-09-06 17:34:15
19550,found,Wallet,Found a grey wallet with minor marks.,grey,Nike,Classroom A102,Rahul,2025-09-26 17:34:15
19551,lost,ID Card,"ngl My purple id card is gone, slightly damaged.",purple,Lenskart,Academic Block,Kavya,2025-09-22 17:34:15
19552,found,ID Card,"Picked up purple id card, belongs to someone.",purple,Lenskart,Academic Block,Sneha,2025-11-01 17:34:15
19553,lost,Shoe,"Can't find my shoe (yellow), has a sticker.",yellow,Milton,Gym,Ananya,2025-10-21 17:34:15
19554,found,Shoe,"yellow shoe found, looks used but fine.",yellow,Milton,Gym,Pooja,2025-11-17 17:34:15
19555,lost,Pen,"My black pen is gone, slightly damaged.",black,Reebok,Canteen,Megha,2025-08-26 17:34:15
19556,found,Folder,Found something totally unrelated.,brown,Reebok,Corridor,Megha,2025-08-19 17:34:15
19557,lost,Mobile Case,L0st mobile case (grey) bro pls help find.,grey,Reebok,Sports Ground,Ravi,2025-10-06 17:34:15
19558,found,Calculator,Found something totally unrelated.,yellow,Pearson,Classroom A102,Ravi,2025-11-24 17:34:15
19559,lost,Shoe,L0st shoe (green) bro pls help find.,green,Fastrack,Gym,Siri,2025-09-15 17:34:15
19560,found,Shoe,"green shoe found, looks used but fine.",green,Fastrack,Gym,Rohit,2025-08-05 17:34:15
19561,lost,Watch,"I lost my red watch, has scratches near the edge.",red,Adidas,Cricket Ground,Harsha,2025-10-08 17:34:15
19562,found,Watch,Watch (red) discovered near walkway.,red,Adidas,Cricket Ground,Yash,2025-08-27 17:34:15
19563,lost,Calculator,"I lost my red calculator, has scratches near the edge.",red,Samsung,Corridor,Kavya,2025-08-12 17:34:15
19564,found,Calculator,Found a red calculator with minor marks.,red,Samsung,Corridor,Yash,2025-11-04 17:34:15
19565,lost,ID Card,"Dropped my white id card somewhere, idk where.",white,WildHorn,Cricket Ground,Amit,2025-08-17 17:34:15
19566,found,Calculator,idk Object does not match any typical campus items.,green,Samsung,Corridor,Ravi,2025-09-26 17:34:15
19567,lost,Sketchbook,"My grey sketchbook is gone, slightly damaged.",grey,HP,Parking Area,Amit,2025-10-17 17:34:15
19568,found,Sketchbook,Found a grey sketchbook with minor marks.,grey,HP,Parking Area,Rahul,2025-08-12 17:34:15
19569,lost,Shoe,"I lost my green shoe, has scratches near the edge.",green,Nike,Library,Amit,2025-09-08 17:34:15
19570,found,Shoe,Found sum shoe (green) lol not sure whose.,green,Nike,Library,Kavya,2025-09-24 17:34:15
19571,lost,Calculator,L0st calculator (blue) bro pls help find.,blue,Samsung,Main Gate,Shiva,2025-12-01 17:34:15
19572,found,Calculator,Found a blue calculator with minor marks.,blue,Samsung,Main Gate,Nikhil,2025-10-30 17:34:15
19573,lost,Pen,"Dropped my blue pen somewhere, idk where.",blue,Casio,Auditorium,Arjun,2025-11-13 17:34:15
19574,found,Pen,Found sum pen (blue) lol not sure whose.,blue,Casio,Auditorium,Shiva,2025-09-21 17:34:15
19575,lost,Charger,L0st charger (brown) bro pls help find.,brown,Lenskart,Bus Stop,Nikhil,2025-09-12 17:34:15
19576,found,Charger,"Picked up brown charger, belongs to someone.",brown,Lenskart,Bus Stop,Megha,2025-11-30 17:34:15
19577,lost,Tumbler,"My black tumbler is gone, slightly damaged.",black,Reebok,Seminar Hall,Sneha,2025-08-14 17:34:15
19578,found,Folder,"ngl Unclear item, hard to identify.",pink,Adidas,Canteen,Arjun,2025-09-17 17:34:15
19579,lost,Notebook,L0st notebook (grey) bro pls help find.,grey,Adidas,Seminar Hall,Harsha,2025-08-20 17:34:15
19580,found,Notebook,Found a grey notebook with minor marks.,grey,Adidas,Seminar Hall,Deepak,2025-09-10 17:34:15
19581,lost,Pen Drive,L0st pen drive (green) bro pls help find.,green,Nike,Academic Block,Kiran,2025-09-01 17:34:15
19582,found,Pen Drive,Found sum pen drive (green) lol not sure whose.,green,Nike,Academic Block,Vikas,2025-10-08 17:34:15
19583,lost,Ruler,L0st ruler (silver) bro pls help find.,silver,MI,Gym,Rahul,2025-11-09 17:34:15
19584,found,Ruler,"silver ruler found, looks used but fine.",silver,MI,Gym,Amit,2025-08-22 17:34:15
19585,lost,Wallet,"My red wallet is gone, slightly damaged.",red,Adidas,Admin Block,Kavya,2025-11-05 17:34:15
19586,found,Wallet,"red wallet found, looks used but fine.",red,Adidas,Admin Block,Sneha,2025-08-31 17:34:15
19587,lost,Folder,"I lost my white folder, has scratches near the edge.",white,Nike,Sports Ground,Deepak,2025-11-02 17:34:15
19588,found,Folder,Found sum folder (w...hite) lol not sure whose.,white,Nike,Sports Ground,Arjun,2025-11-30 17:34:15
19589,lost,ID Card,L0st id card (silver) bro pls help find.,silver,Lenskart,Cricket Ground,Kiran,2025-08-16 17:34:15
19590,found,ID Card,"silver id card found, looks used but fine.",silver,Lenskart,Cricket Ground,Ananya,2025-10-18 17:34:15
19591,lost,Ruler,"idk I lost my purple ruler, has scratches near the edge.",purple,Lenskart,Garden,Megha,2025-09-24 17:34:15
19592,found,Ruler,"purple ruler found, looks used but fine.",purple,Lenskart,Garden,Rahul,2025-09-08 17:34:15
19593,lost,Cap,"Dropped my pink cap somewhere, idk where.",pink,Pearson,Parking Area,Rahul,2025-08-09 17:34:15
19594,found,Cap,"xpink cap found, looks used but fine.",pink,Pearson,Parking Area,Pooja,2025-11-13 17:34:15
19595,lost,Notebook,"Missing notebook (green), last seen near campus.",green,Milton,Gym,Suma,2025-08-23 17:34:15
19596,found,Notebook,Found a green notebook with minor marks.,green,Milton,Gym,Amit,2025-10-02 17:34:15
19597,lost,Mobile Case,ngl L0st mobile case (blac!!k) bro pls help find.,black,Samsung,Garden,Kavya,2025-09-19 17:34:15
19598,found,Mobile Case,Mobile Case (black) disqcovered near walkway.,black,Samsung,Garden,Rohit,2025-10-13 17:34:15
19599,lost,Notepad,"I lost my silver notepad, has scratches near the edge.",silver,Adidas,Sports Ground,Ravi,2025-08-15 17:34:15
19600,found,Notepad,"silver notepad found, looks used but fine.",silver,Adidas,Sports Ground,Megha,2025-11-03 17:34:15
19601,lost,ID Card,"Dropped my silver id card somewhere, idk where.",silver,Adidas,Auditorium,Rahul,2025-10-21 17:34:15
19602,found,Sketchbook,"Unclear item, hard to identify.",silver,Casio,Seminar Hall,Yash,2025-10-14 17:34:15
19603,lost,Power Bank,"I lost my br!!own power bank, has scratches near the edge.",brown,Reebok,Canteen,Megha,2025-08-03 17:34:15
19604,found,Power Bank,"brown power bank found, looks used but fine.",brown,Reebok,Canteen,Nikhil,2025-10-03 17:34:15
19605,lost,Sketchbook,"Missing sketchbook (white), last seen near campus.",white,Puma,Auditorium,Rohit,2025-10-03 17:34:15
19606,found,Sketchbook,"white sketchbook found, looks used but fine.",white,Puma,Auditorium,Rohit,2025-08-10 17:34:15
19607,lost,Wallet,"Dropped my blue wallet somewhere, idk where.",blue,Samsung,Hostel Block B,Nikhil,2025-10-09 17:34:15
19608,found,Flask,"Unclear item, hard to identify.",black,WildHorn,Bus Stop,Manoj,2025-08-26 17:34:15
19609,lost,Pen,"I lost my blue pen, has scratches near the edge.",blue,Adidas,Study Hall,Pooja,2025-11-19 17:34:15
19610,found,Pen,"Picked up blue pen, belongs to someone.",blue,Adidas,Study Hall,Deepak,2025-11-17 17:34:15
19611,lost,Water Bottle,"Can't find my water bottle (yellow), has a sticker.",yellow,Samsung,Bus Stop,Nikhil,2025-11-10 17:34:15
19612,found,Sketchbook,Object does not match any typical ca!!mpus items.,red,None,Auditorium,Pooja,2025-10-06 17:34:15
19613,lost,Charger,"My red charger is gone, slightly damaged.",red,MI,Library,Deepak,2025-09-23 17:34:15
19614,found,Charger,"Picked up red charger, belongs to someone.",red,MI,Library,Kavya,2025-12-01 17:34:15
19615,lost,Glasses,"Dropped my green glasses somewhere, idk where.",green,None,Cricket Ground,Megha,2025-09-05 17:34:15
19616,found,Glasses,"Picked up green glasses, belongs t!!o someone.",green,None,Cricket Ground,Siri,2025-09-14 17:34:15
19617,lost,Flask,"pls I lost my black flask, has scratches near the edge.",black,WildHorn,Admin Block,Manoj,2025-10-21 17:34:15
19618,found,Marker,Item looks damaged and unrecognizable.,blue,None,Seminar Hall,Kavya,2025-08-23 17:34:15
19619,lost,Keychain,"I lost my blue keychain, has scratches near the edge.",blue,Pearson,Canteen,Ananya,2025-11-12 17:34:15
19620,found,Keychain,fr Found sum keychain (blue) lol not sure whose.,blue,Pearson,Canteen,Ananya,2025-08-25 17:34:15
19621,lost,USB Cable,L0st usb cable (brown) bro pls help find.,brown,Lenskart,Sports Complex,Amit,2025-11-13 17:34:15
19622,found,USB Cable,"Picked up browxn usb cable, belongs to someone.",brown,Lenskart,Sports Complex,Ananya,2025-11-14 17:34:15
19623,lost,Keychain,"Missing keychain (green), last seen near campus.",green,Casio,Bus Stop,Siri,2025-09-13 17:34:15
19624,found,Keychain,"Picked up green keychain, belongs to someone.",green,Casio,Bus Stop,Siri,2025-08-23 17:34:15
19625,lost,Shoe,"Can't find my shoe (yellow), has a sticker.",yellow,Adidas,Classroom A102,Shiva,2025-11-21 17:34:15
19626,found,Shoe,"yellow shoe found, looks used but fine.",yellow,Adidas,Classroom A102,Siri,2025-11-06 17:34:15
19627,lost,Calculator,"I lost my white calculator, has scratches near the edge.",white,Pearson,Main Gate,Megha,2025-09-10 17:34:15
19628,found,Calculator,"white calculator found, loo!!ks used but fine.",white,Pearson,Main Gate,Kavya,2025-11-30 17:34:15
19629,lost,Glasses,"Can't find my glasses (red), has a sticker.",red,Adidas,Academic Block,Manoj,2025-10-13 17:34:15
19630,found,Glasses,"Picked up red glasses, belongs to someone.",red,Adidas,Academic Block,Arjun,2025-10-09 17:34:15
19631,lost,Cap,"ngl Missing cap (black), last seen near campus.",black,Samsung,Corridor,Ravi,2025-10-26 17:34:15
19632,found,Water Bottle,Object does not match any typical campus items.,black,None,Corridor,Harsha,2025-11-28 17:34:15
19633,lost,Cap,"Dropped my yellqow cap somewhere, idk where.",yellow,Nike,Cricket Ground,Shiva,2025-08-07 17:34:15
19634,found,Sketchbook,"Unclear item, hard to identify.",pink,Boat,Corridor,Manoj,2025-08-23 17:34:15
19635,lost,Calculator,"bhai Dropped my white calculator somewhere, idk where.",white,Puma,Cricket Ground,Harsha,2025-08-26 17:34:15
19636,found,Calculator,"Picked up white calcuqlator, belongs to someone.",white,Puma,Cricket Ground,Deepak,2025-11-23 17:34:15
19637,lost,Keychain,"bro I lost my brown keychain, has scratches near the edge.",brown,Milton,Auditorium,Suma,2025-10-05 17:34:15
19638,found,Keychain,Found sum keychain (brown) lol not sure whose.,brown,Milton,Auditorium,Shiva,2025-10-22 17:34:15
19639,lost,Pen Drive,"I lost my silver pen drive, has scratches near the edge.",silver,WildHorn,Corridor,Suma,2025-09-08 17:34:15
19640,found,Textbook,"Unclear item, hard to identify.",black,Boat,Admin Block,Kavya,2025-08-27 17:34:15
19641,lost,Charger,"Dropped my brown charger somewhere, idk where.",brown,Casio,Hostel Block A,Sneha,2025-09-12 17:34:15
19642,found,Keychain,Found something totally unrelated.,yellow,Casio,Cricket Ground,Pooja,2025-10-19 17:34:15
19643,lost,Mobile Case,"I lost my green mobile case, has scratches near the edge.",green,Dell,Hostel Block A,Siri,2025-09-15 17:34:15
19644,found,Keychain,btw Found something totally unrelated.,green,Puma,Hostel Block B,Megha,2025-09-19 17:34:15
19645,lost,Umbrella,"Dropped my black umbrella somewhere, idk where.",black,Lenskart,Study Hall,Ananya,2025-08-13 17:34:15
19646,found,Umbrella,pls Found a black umbrella with minor marks.,black,Lenskart,Study Hall,Ananya,2025-10-23 17:34:15
19647,lost,Ruler,"My brown ruler is gone, slightly damaged.",brown,Fastrack,Academic Block,Amit,2025-08-26 17:34:15
19648,found,Ruler,pls Found a zbrown ruler with minor marks.,brown,Fastrack,Academic Block,Harsha,2025-09-09 17:34:15
19649,lost,Earphones,fr L0st earphones (red) bro pls help find.,red,Dell,Sports Complex,Ravi,2025-10-27 17:34:15
19650,found,Earphones,"red earphones found, looks used but fine.",red,Dell,Sports Complex,Suma,2025-09-30 17:34:15
19651,lost,Pen,"I lost my silver pen, has scratches near the edge.",silver,HP,Main Gate,Arjun,2025-08-17 17:34:15
19652,found,Pen Drive,"Unclear item, hard to id!!entify.",grey,Milton,Main Gate,Manoj,2025-10-06 17:34:15
19653,lost,Watch,"My grey watch is gone, slightly damaged.",grey,Nike,Sports Ground,Yash,2025-08-18 17:34:15
19654,found,Watch,"Picked up grey watch, belongs to someone.",grey,Nike,Sports Ground,Deepak,2025-09-30 17:34:15
19655,lost,Pen Drive,"I lost my white pen drive, has scratches near the edge.",white,Milton,Academic Block,Rohit,2025-10-22 17:34:15
19656,found,Pen Drive,Found sum pen drive (white) lol not sure whose.,white,Milton,Academic Block,Deepak,2025-09-08 17:34:15
19657,lost,Textbook,"pls I lost my purple textbook, has scratches near the edge.",purple,None,Library,Nikhil,2025-10-27 17:34:15
19658,found,Textbook,"purple textbook found, looks used but fine.",purple,None,Library,Amit,2025-08-03 17:34:15
19659,lost,Textbook,"My black textbook is gone, slightly damaqged.",black,Boat,Cricket Ground,Rohit,2025-11-25 17:34:15
19660,found,Textbook,"black textbook fozund, looks used but fine.",black,Boat,Cricket Ground,Yash,2025-11-12 17:34:15
19661,lost,Pen Drive,"I lost my red pen drive, has scratches near the edge.",red,Nike,Hostel Block A,Ananya,2025-10-03 17:34:15
19662,found,Pen Drive,"Picked up red pen drive, belongs to someone.",red,Nike,Hostel Block A,Deepak,2025-11-19 17:34:15
19663,lost,Ruler,"Missing ruler (grey), last seen nea!!r campus.",grey,Cello,Study Hall,Sneha,2025-10-03 17:34:15
19664,found,Ruler,"Picked up grey ruler, belongs to someone.",grey,Cello,Study Hall,Pooja,2025-08-06 17:34:15
19665,lost,Lunch Box,"Can't find my lunch box (white), has a sticker.",white,Casio,Hostel Block A,Amit,2025-09-30 17:34:15
19666,found,Lunch Box,Lunch Box (white) discovered near walkway.,white,Casio,Hostel Block A,Ravi,2025-11-10 17:34:15
19667,lost,Keychain,"My yellow keychain is gone, slightly damaged.",yellow,Milton,Bus Stop,Arjun,2025-09-13 17:34:15
19668,found,Earphones,Item looks damaged and unrecognizable.,green,Puma,Classroom A102,Shiva,2025-11-19 17:34:15
19669,lost,Folder,"Can't find my folder (red), has a sticker.",red,HP,Hostel Block B,Rohit,2025-11-02 17:34:15
19670,found,Watch,Found something totally unrelated.,purple,Lenovo,Canteen,Harsha,2025-09-15 17:34:15
19671,lost,ID Card,"Dropped my pink id card somewhere, idk where.",pink,Nike,Classroom A102,Ravi,2025-09-15 17:34:15
19672,found,ID Card,ID Card (pink) discovered near walkway.,pink,Nike,Classroom A102,Amit,2025-09-18 17:34:15
19673,lost,Flask,"Dropped my white flask somewhere, idk where.",white,Fastrack,Hostel Block B,Megha,2025-11-01 17:34:15
19674,found,Power Bank,"Unclear itzem, hard to identify.",blue,Reebok,Canteen,Suma,2025-10-14 17:34:15
19675,lost,Lunch Box,"Missing lunch box (green), last seen near campus.",green,None,Cricket Ground,Nikhil,2025-08-22 17:34:15
19676,found,Lunch Box,"Picked up green lunch box, belongs to someone.",green,None,Cricket Ground,Kavya,2025-11-08 17:34:15
19677,lost,Pencil Box,"Dropped my grey pencil box somewhere, idk where.",grey,Adidas,Garden,Pooja,2025-08-12 17:34:15
19678,found,Pencil Box,Found sum pencil box (grey) lol not sure whose.,grey,Adidas,Garden,Vikas,2025-10-11 17:34:15
19679,lost,Flask,"Missing flask (red), last seen near campus.",red,Lenskart,Garden,Suma,2025-10-15 17:34:15
19680,found,Flask,"Unclear item, hard to identify.",brown,Samsung,Academic Block,Harsha,2025-09-11 17:34:15
